YEVMİYE DEFTERİ;;;;;
ALANYA ÖZKAN KIRTASİYE MAT.YAY.İNŞ.TİC.LTD.ŞTİ.;;;;;
Dönem :;01/01/2025-31/12/2025;;;;
   102.02;AKBANK 1330-0013212 NOLU HESAP;BE 70113291141890 02/06 001116426 YI-EC AKPOS PES ODE 20250423;2.745,00;;
   102.02;AKBANK 1330-0013212 NOLU HESAP;BE 70113291141890 02/06 001116426 YI-DB AKPOS PES ODE 20250423;950,00;;
   102.02;AKBANK 1330-0013212 NOLU HESAP;BE 70113291141890 02/06 001116426 YI-TD AKPOS PES ODE 20250423;320,00;;
   102.02;AKBANK 1330-0013212 NOLU HESAP;BE 70113291141890 02/06 001116426 YI-TY AKPOS PES ODE 20250423;725,00;;
   102.04;HALKBANK 10260200 NOLU HESAP;BE 70113291141890 02/06 777 KİŞ-4143496-ALANYA ÖZKAN KIRT.MAT.YAY.TİC.LTD-AKBANK TAN HALKBANK A EFT;182.800,00;;
102;BANKALAR;   ;;;182.800,00
   102.02;AKBANK 1330-0013212 NOLU HESAP;BE 70113291141890 02/06 777 KİŞ-4143496-ALANYA ÖZKAN KIRT.MAT.YAY.TİC.LTD-AKBANK TAN HALKBANK A EFT;182.800,00;;
108;DİĞER HAZIR DEĞERLER;   ;;;6.685,00
   108.01;KREDİ KARTI SATIŞLARI;BE 70113291141890 02/06 001116426 YI-VS AKPOS PES ODE 20250423;1.570,00;;
   108.01;KREDİ KARTI SATIŞLARI;BE 70113291141890 02/06 001116426 AX-MC AKPOS PES ODE 20250423;375,00;;
   108.01;KREDİ KARTI SATIŞLARI;BE 70113291141890 02/06 001116426 YI-TD AKPOS PES ODE 20250423;320,00;;
   108.01;KREDİ KARTI SATIŞLARI;BE 70113291141890 02/06 001116426 YI-DB AKPOS PES ODE 20250423;950,00;;
   108.01;KREDİ KARTI SATIŞLARI;BE 70113291141890 02/06 001116426 YI-TY AKPOS PES ODE 20250423;725,00;;
   108.01;KREDİ KARTI SATIŞLARI;BE 70113291141890 02/06 001116426 YI-EC AKPOS PES ODE 20250423;2.745,00;;
FİŞ AÇIKLAMA : ;AKBANK;;;;
TOPLAM :;;;;189.485,00;189.485,00
;;;;;
06361-----06361-----MAHSUP-----02/06/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
102;BANKALAR;   ;;30.118,75;
   102.09;ZİRAATBANK 55976192-5004 NOLU HESAP;BE 70210275941980 02/06 Gönd: SERCAN ACMAN kartuş ödemesi 0015-Türkiye Vakıflar Bankası T.A.O. FAST işlemi;1.500,00;;
   102.09;ZİRAATBANK 55976192-5004 NOLU HESAP;BE 70210275941980 02/06 Gönd: ALANYA AKM EĞİTİM İNŞAAT EMLAK PAZARLAMA TİC.ANONİM ŞİRKETİ CARİ HESABA MAHSUBEN ÖZKAN KIRTAS;3.390,01;;
   102.09;ZİRAATBANK 55976192-5004 NOLU HESAP;BE 70210275941980 02/06 Gönd: YBO ÖZEL EĞİTİM HİZMETLERİ SANAYİ VE TİCARET LİMİTED ŞİRKETİ C H ÖDEME 0015-Türkiye Vakıflar;20.215,00;;
   102.09;ZİRAATBANK 55976192-5004 NOLU HESAP;BE 70210275941980 02/06 Gönd: YEKTA KINGDOM TRADE CENTER A, B , C , D BLOK YÖNETİMİ 30.05.2025 TARİHLİ 0330 NOLU FATURA - K;367,50;;
   102.09;ZİRAATBANK 55976192-5004 NOLU HESAP;BE 70210275941980 02/06 Gönd: OPAL YAPI-İNŞAAT MALZEMELERİ PAZARL 0062-Türkiye Garanti Bankası A.Ş. FAST işlemi;4.646,24;;
103;VERİLEN ÇEKLER VE ÖDEME EMİRLERİ (-);   ;;675.000,00;
   103.09;ZİRAATBANK VERİLEN ÇEKLER;BE 70210275941980 02/06 0027433 no lu çek:Şube : 2343, Hesap : 0050040055976192 bedeli:250.000,00TL;250.000,00;;
   103.09;ZİRAATBANK VERİLEN ÇEKLER;BE 70210275941980 02/06 0025218 no lu çek:Şube : 2343, Hesap : 0050040055976192 bedeli:125.000,00TL;125.000,00;;
   103.09;ZİRAATBANK VERİLEN ÇEKLER;BE 70210275941980 02/06 0025214 no lu çek:Şube : 2343, Hesap : 0050040055976192 bedeli:300.000,00TL;300.000,00;;
102;BANKALAR;   ;;;675.000,00
   102.09;ZİRAATBANK 55976192-5004 NOLU HESAP;BE 70210275941980 02/06 0025218 no lu çek:Şube : 2343, Hesap : 0050040055976192 bedeli:125.000,00TL;125.000,00;;
   102.09;ZİRAATBANK 55976192-5004 NOLU HESAP;BE 70210275941980 02/06 0027433 no lu çek:Şube : 2343, Hesap : 0050040055976192 bedeli:250.000,00TL;250.000,00;;
   102.09;ZİRAATBANK 55976192-5004 NOLU HESAP;BE 70210275941980 02/06 0025214 no lu çek:Şube : 2343, Hesap : 0050040055976192 bedeli:300.000,00TL;300.000,00;;
108;DİĞER HAZIR DEĞERLER;   ;;;1.500,00
   108.01;KREDİ KARTI SATIŞLARI;BE 70210275941980 02/06 Gönd: SERCAN ACMAN kartuş ödemesi 0015-Türkiye Vakıflar Bankası T.A.O. FAST işlemi;1.500,00;;
120;ALICILAR;   ;;;28.618,75
   120.206;ALANYA AKM EĞİTİM İNŞAAT EMLAK PAZARLAMA TURİZM TİCARET ANONİM ŞİRKETİ;BE 70210275941980 02/06 Gönd: ALANYA AKM EĞİTİM İNŞAAT EMLAK PAZARLAMA TİC.ANONİM ŞİRKETİ CARİ HESABA MAHSUBEN ÖZKAN KIRTAS;3.390,01;;
   120.277;OPAL YAPI-İNŞAAT MALZ.PAZ. TURZ. TİC. İTH.VE İHR LTD ŞTİ.;BE 70210275941980 02/06 Gönd: OPAL YAPI-İNŞAAT MALZEMELERİ PAZARL 0062-Türkiye Garanti Bankası A.Ş. FAST işlemi;4.646,24;;
   120.319;YBO ÖZEL EĞİTİM HİZMETLERİ SANAYİ VE TİCARET LİMİTED ŞİRKETİ;BE 70210275941980 02/06 Gönd: YBO ÖZEL EĞİTİM HİZMETLERİ SANAYİ VE TİCARET LİMİTED ŞİRKETİ C H ÖDEME 0015-Türkiye Vakıflar;20.215,00;;
   120.433;YEKTA KINGDOM TRADE CENTER A, B , C , D BLOK YÖNETİMİ;BE 70210275941980 02/06 Gönd: YEKTA KINGDOM TRADE CENTER A, B , C , D BLOK YÖNETİMİ 30.05.2025 TARİHLİ 0330 NOLU FATURA - K;367,50;;
FİŞ AÇIKLAMA : ;ZİRAATBANK;;;;
TOPLAM :;;;;705.118,75;705.118,75
;;;;;
06362-----06362-----MAHSUP-----02/06/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
102;BANKALAR;   ;;600,00;
   102.04;HALKBANK 10260200 NOLU HESAP;BE 70210540042010 02/06 BATCH VALOR ÇOZUM 22-04-2025 000000001120365 P POS Satış 01578226665;600,00;;
335;PERSONELE BORÇLAR;   ;;20.000,00;
   335.03;HUZUR HAKKI;BE 70210540042010 02/06 MEHMET ÖZKAN HUZUR HAKKI ÖDEMESİ;20.000,00;;
431;ORTAKLARA BORÇLAR;   ;;9.579,35;
   431.01;MEHMET ÖZKAN;BE 70210540042010 02/06 ELVAN KARAKAN STAJYER ÜCRETİ;9.579,35;;
102;BANKALAR;   ;;;29.579,35
   102.04;HALKBANK 10260200 NOLU HESAP;BE 70210540042010 02/06 ELVAN KARAKAN STAJYER ÜCRETİ;9.579,35;;
   102.04;HALKBANK 10260200 NOLU HESAP;BE 70210540042010 02/06 MEHMET ÖZKAN HUZUR HAKKI ÖDEMESİ;20.000,00;;
108;DİĞER HAZIR DEĞERLER;   ;;;600,00
   108.01;KREDİ KARTI SATIŞLARI;BE 70210540042010 02/06 BATCH VALOR ÇOZUM 22-04-2025 000000001120365 P POS Satış 01578226665;600,00;;
FİŞ AÇIKLAMA : ;HALKBANK;;;;
TOPLAM :;;;;30.179,35;30.179,35
;;;;;
06363-----06363-----MAHSUP-----02/06/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
102;BANKALAR;   ;;46.863,40;
   102.19;ZİRAAT POS HESABI;BE 70309432342080 02/06 İşyeri no:000000000771359,Tutar : 29 Komisyon : 0,Bloke No : 1381732901, BT: 09 05 2025, ÇT:01 06 2;29,00;;
   102.19;ZİRAAT POS HESABI;BE 70309432342080 02/06 İşyeri no:000000000771359,Tutar : 4162,3 Komisyon : 0,Bloke No : 1381732894, BT: 09 05 2025, ÇT:01;4.162,30;;
   102.19;ZİRAAT POS HESABI;BE 70309432342080 02/06 İşyeri no:000000000771359,Tutar : 909 Komisyon : 0,Bloke No : 1381732895, BT: 09 05 2025, ÇT:01 06;909,00;;
   102.19;ZİRAAT POS HESABI;BE 70309432342080 02/06 İşyeri no:000000000771359,Tutar : 9984,5 Komisyon : 0,Bloke No : 1381732897, BT: 09 05 2025, ÇT:01;9.984,50;;
   102.19;ZİRAAT POS HESABI;BE 70309432342080 02/06 İşyeri no:000000000771359,Tutar : 358 Komisyon : 0,Bloke No : 1381732898, BT: 09 05 2025, ÇT:01 06;358,00;;
   102.19;ZİRAAT POS HESABI;BE 70309432342080 02/06 İşyeri no:000000000771359,Tutar : 10555,06 Komisyon : 0,Bloke No : 1381732899, BT: 09 05 2025, ÇT:0;10.555,06;;
   102.19;ZİRAAT POS HESABI;BE 70309432342080 02/06 İşyeri no:000000000771359,Tutar : 1433 Komisyon : 0,Bloke No : 1381732900, BT: 09 05 2025, ÇT:01 06;1.433,00;;
   102.19;ZİRAAT POS HESABI;BE 70309432342080 02/06 İşyeri no:000000000771359,Tutar : 2634,04 Komisyon : 0,Bloke No : 1381732905, BT: 09 05 2025, ÇT:01;2.634,04;;
   102.19;ZİRAAT POS HESABI;BE 70309432342080 02/06 İşyeri no:000000000771359,Tutar : 475 Komisyon : 0,Bloke No : 1381732906, BT: 09 05 2025, ÇT:01 06;475,00;;
   102.19;ZİRAAT POS HESABI;BE 70309432342080 02/06 İşyeri no:000000000771359,Tutar : 9043,3 Komisyon : 0,Bloke No : 1381732907, BT: 09 05 2025, ÇT:01;9.043,30;;
   102.19;ZİRAAT POS HESABI;BE 70309432342080 02/06 İşyeri no:000000000771359,Tutar : 4420,8 Komisyon : 0,Bloke No : 1381732908, BT: 09 05 2025, ÇT:01;4.420,80;;
   102.19;ZİRAAT POS HESABI;BE 70309432342080 02/06 İşyeri no:000000000771359,Tutar : 1062,2 Komisyon : 0,Bloke No : 1381732903, BT: 09 05 2025, ÇT:01;1.062,20;;
   102.19;ZİRAAT POS HESABI;BE 70309432342080 02/06 İşyeri no:000000000771359,Tutar : 175 Komisyon : 0,Bloke No : 1381732904, BT: 09 05 2025, ÇT:01 06;175,00;;
   102.19;ZİRAAT POS HESABI;BE 70309432342080 02/06 İşyeri no:000000000771359,Tutar : 24 Komisyon : 0,Bloke No : 1381732910, BT: 09 05 2025, ÇT:01 06 2;24,00;;
   102.19;ZİRAAT POS HESABI;BE 70309432342080 02/06 İşyeri no:000000000771359,Tutar : 327,2 Komisyon : 0,Bloke No : 1381732911, BT: 09 05 2025, ÇT:01 0;327,20;;
   102.19;ZİRAAT POS HESABI;BE 70309432342080 02/06 İşyeri no:000000000771359,Tutar : 1271 Komisyon : 0,Bloke No : 1381732912, BT: 09 05 2025, ÇT:01 06;1.271,00;;
361;ÖDENECEK SOSYAL GÜVENLİK KESİNTİLERİ;   ;;195.996,91;
   361.01;SSK PRİMİ;BE 70309432342080 02/06 SGK EMS BAĞ SSK 24762010110559410070346000 ALANYA ÖZKAN KIRTASİYE MATBAACILIK YAY.İNŞ.TİC.LTD.ŞTİ 3;146.523,02;;
   361.01;SSK PRİMİ;BE 70309432342080 02/06 SGK EMS BAĞ SSK 24763010113598210070325000 ALANYA ÖZKAN KIRTASİYE MAT.YAYIN.İNŞ.TİC.LTD.ŞTİ 3476147;16.259,94;;
   361.02;SSK İŞSİZLİK PRİMİ;BE 70309432342080 02/06 SGK EMS BAĞ SSK 24762010110559410070346000 ALANYA ÖZKAN KIRTASİYE MATBAACILIK YAY.İNŞ.TİC.LTD.ŞTİ 3;14.294,93;;
   361.02;SSK İŞSİZLİK PRİMİ;BE 70309432342080 02/06 SGK EMS BAĞ SSK 24763010113598210070325000 ALANYA ÖZKAN KIRTASİYE MAT.YAYIN.İNŞ.TİC.LTD.ŞTİ 3476147;1.586,34;;
   361.03;SGDP PRİMİ;BE 70309432342080 02/06 SGK EMS BAĞ SSK 24763010113598210070325000 ALANYA ÖZKAN KIRTASİYE MAT.YAYIN.İNŞ.TİC.LTD.ŞTİ 3476147;8.666,34;;
   361.03;SGDP PRİMİ;BE 70309432342080 02/06 SGK EMS BAĞ SSK 24762010110559410070346000 ALANYA ÖZKAN KIRTASİYE MATBAACILIK YAY.İNŞ.TİC.LTD.ŞTİ 3;8.666,34;;
102;BANKALAR;   ;;;176.265,55
   102.19;ZİRAAT POS HESABI;BE 70309432342080 02/06 SGK EMS BAĞ SSK 24763010113598210070325000 ALANYA ÖZKAN KIRTASİYE MAT.YAYIN.İNŞ.TİC.LTD.ŞTİ 3476147;24.079,53;;
   102.19;ZİRAAT POS HESABI;BE 70309432342080 02/06 SGK EMS BAĞ SSK 24762010110559410070346000 ALANYA ÖZKAN KIRTASİYE MATBAACILIK YAY.İNŞ.TİC.LTD.ŞTİ 3;152.186,02;;
108;DİĞER HAZIR DEĞERLER;   ;;;46.863,40
   108.01;KREDİ KARTI SATIŞLARI;BE 70309432342080 02/06 İşyeri no:000000000771359,Tutar : 9043,3 Komisyon : 0,Bloke No : 1381732907, BT: 09 05 2025, ÇT:01;9.043,30;;
   108.01;KREDİ KARTI SATIŞLARI;BE 70309432342080 02/06 İşyeri no:000000000771359,Tutar : 24 Komisyon : 0,Bloke No : 1381732910, BT: 09 05 2025, ÇT:01 06 2;24,00;;
   108.01;KREDİ KARTI SATIŞLARI;BE 70309432342080 02/06 İşyeri no:000000000771359,Tutar : 9984,5 Komisyon : 0,Bloke No : 1381732897, BT: 09 05 2025, ÇT:01;9.984,50;;
   108.01;KREDİ KARTI SATIŞLARI;BE 70309432342080 02/06 İşyeri no:000000000771359,Tutar : 327,2 Komisyon : 0,Bloke No : 1381732911, BT: 09 05 2025, ÇT:01 0;327,20;;
   108.01;KREDİ KARTI SATIŞLARI;BE 70309432342080 02/06 İşyeri no:000000000771359,Tutar : 475 Komisyon : 0,Bloke No : 1381732906, BT: 09 05 2025, ÇT:01 06;475,00;;
   108.01;KREDİ KARTI SATIŞLARI;BE 70309432342080 02/06 İşyeri no:000000000771359,Tutar : 1271 Komisyon : 0,Bloke No : 1381732912, BT: 09 05 2025, ÇT:01 06;1.271,00;;
   108.01;KREDİ KARTI SATIŞLARI;BE 70309432342080 02/06 İşyeri no:000000000771359,Tutar : 10555,06 Komisyon : 0,Bloke No : 1381732899, BT: 09 05 2025, ÇT:0;10.555,06;;
   108.01;KREDİ KARTI SATIŞLARI;BE 70309432342080 02/06 İşyeri no:000000000771359,Tutar : 909 Komisyon : 0,Bloke No : 1381732895, BT: 09 05 2025, ÇT:01 06;909,00;;
   108.01;KREDİ KARTI SATIŞLARI;BE 70309432342080 02/06 İşyeri no:000000000771359,Tutar : 4420,8 Komisyon : 0,Bloke No : 1381732908, BT: 09 05 2025, ÇT:01;4.420,80;;
   108.01;KREDİ KARTI SATIŞLARI;BE 70309432342080 02/06 İşyeri no:000000000771359,Tutar : 1433 Komisyon : 0,Bloke No : 1381732900, BT: 09 05 2025, ÇT:01 06;1.433,00;;
   108.01;KREDİ KARTI SATIŞLARI;BE 70309432342080 02/06 İşyeri no:000000000771359,Tutar : 29 Komisyon : 0,Bloke No : 1381732901, BT: 09 05 2025, ÇT:01 06 2;29,00;;
   108.01;KREDİ KARTI SATIŞLARI;BE 70309432342080 02/06 İşyeri no:000000000771359,Tutar : 4162,3 Komisyon : 0,Bloke No : 1381732894, BT: 09 05 2025, ÇT:01;4.162,30;;
   108.01;KREDİ KARTI SATIŞLARI;BE 70309432342080 02/06 İşyeri no:000000000771359,Tutar : 1062,2 Komisyon : 0,Bloke No : 1381732903, BT: 09 05 2025, ÇT:01;1.062,20;;
   108.01;KREDİ KARTI SATIŞLARI;BE 70309432342080 02/06 İşyeri no:000000000771359,Tutar : 358 Komisyon : 0,Bloke No : 1381732898, BT: 09 05 2025, ÇT:01 06;358,00;;
   108.01;KREDİ KARTI SATIŞLARI;BE 70309432342080 02/06 İşyeri no:000000000771359,Tutar : 2634,04 Komisyon : 0,Bloke No : 1381732905, BT: 09 05 2025, ÇT:01;2.634,04;;
   108.01;KREDİ KARTI SATIŞLARI;BE 70309432342080 02/06 İşyeri no:000000000771359,Tutar : 175 Komisyon : 0,Bloke No : 1381732904, BT: 09 05 2025, ÇT:01 06;175,00;;
602;DİĞER GELİRLER;   ;;;19.731,36
602.90;TEŞVİK GELİRLERİ;   ;19.731,36;;
   602.90.02;6661 SAYILI KANUNDAN DOĞAN TEŞVİK;BE 70309432342080 02/06 SGK EMS BAĞ SSK 24762010110559410070346000 ALANYA ÖZKAN KIRTASİYE MATBAACILIK YAY.İNŞ.TİC.LTD.ŞTİ 3;17.298,27;;
   602.90.02;6661 SAYILI KANUNDAN DOĞAN TEŞVİK;BE 70309432342080 02/06 SGK EMS BAĞ SSK 24763010113598210070325000 ALANYA ÖZKAN KIRTASİYE MAT.YAYIN.İNŞ.TİC.LTD.ŞTİ 3476147;2.433,09;;
FİŞ AÇIKLAMA : ;ZİRAATBANK;;;;
TOPLAM :;;;;242.860,31;242.860,31
;;;;;
06364-----06364-----MAHSUP-----02/06/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
102;BANKALAR;   ;;8.545,30;
   102.01;YAPIKREDİ TR39 0006 7010 0000 0055 2238 24 NOLU HS. ;BE 70313050042140 02/06 1801374784X020625010525PEŞİNSATIŞ;2.040,15;;
   102.01;YAPIKREDİ TR39 0006 7010 0000 0055 2238 24 NOLU HS. ;BE 70313050042140 02/06 1801374784X020625220425PEŞİNSATIŞ;6.505,15;;
760;PAZARLAMA SATIŞ VE DAĞITIM GİDERLERİ;   ;;10,21;
   760.13;BANKA POS GİDERLERİ;BE 70313050042140 02/06 1801374784X020625010525PEŞİNSATIŞKATKIPAYI;10,21;;
102;BANKALAR;   ;;;10,21
   102.01;YAPIKREDİ TR39 0006 7010 0000 0055 2238 24 NOLU HS. ;BE 70313050042140 02/06 1801374784X020625010525PEŞİNSATIŞKATKIPAYI;10,21;;
108;DİĞER HAZIR DEĞERLER;   ;;;8.545,30
   108.19;FENERİUM KREDİ KARTI SATIŞLARI;BE 70313050042140 02/06 1801374784X020625010525PEŞİNSATIŞ;2.040,15;;
   108.19;FENERİUM KREDİ KARTI SATIŞLARI;BE 70313050042140 02/06 1801374784X020625220425PEŞİNSATIŞ;6.505,15;;
FİŞ AÇIKLAMA : ;YKB;;;;
TOPLAM :;;;;8.555,51;8.555,51
;;;;;
06365-----06365-----MAHSUP-----02/06/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
153;TİCARİ MALLAR;   ;;18.841,62;
153.20;%20 KDV Lİ ALIŞLAR;   ;18.841,62;;
   153.20.01;%20 KDV Lİ KIRTASİYE ALIŞLARI;FT K332025000006986 02/06 KÖŞE KAYALAR ATTARİYE TEKSTİL GIDA SAN.VE TİC.LTD.ŞT;18.841,62;;
191;İNDİRİLECEK KATMA DEĞER VERGİSİ;   ;;3.768,32;
191.108;Yurtiçi Tevkifatsız Alımlar İçin Ödenen KDV;   ;3.768,32;;
   191.108.20;%20 İndirilecek KDV - Yurtiçi Tevkifatsız Alımlar İçin Ödenen;FT K332025000006986 02/06 KÖŞE KAYALAR ATTARİYE TEKSTİL GIDA SAN.VE TİC.LTD.ŞT;3.768,32;;
320;SATICILAR;   ;;;22.609,94
   320.156;KÖŞE KAYALAR ATTARİYE TEKSTİL GIDA SAN.VE TİC.LTD.ŞT;FT K332025000006986 02/06 KÖŞE KAYALAR ATTARİYE TEKSTİL GIDA SAN.VE TİC.LTD.ŞT;22.609,94;;
FİŞ AÇIKLAMA : ;ALIŞ;;;;
TOPLAM :;;;;22.609,94;22.609,94
;;;;;
06366-----06366-----MAHSUP-----02/06/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
153;TİCARİ MALLAR;   ;;13.622,38;
153.10;% 10 KDV Lİ ALIŞLAR;   ;10.004,92;;
   153.10.02;KIRTASİYE ALIŞLARI;FT K442025000002034 02/06 KÖŞE KAYALAR ATTARİYE TEKSTİL GIDA SAN.VE TİC.LTD.ŞT;10.004,92;;
153.20;%20 KDV Lİ ALIŞLAR;   ;3.617,46;;
   153.20.01;%20 KDV Lİ KIRTASİYE ALIŞLARI;FT K442025000002034 02/06 KÖŞE KAYALAR ATTARİYE TEKSTİL GIDA SAN.VE TİC.LTD.ŞT;3.617,46;;
191;İNDİRİLECEK KATMA DEĞER VERGİSİ;   ;;1.723,98;
191.108;Yurtiçi Tevkifatsız Alımlar İçin Ödenen KDV;   ;1.723,98;;
   191.108.10;%10 İndirilecek KDV - Yurtiçi Tevkifatsız Alımlar İçin Ödenen;FT K442025000002034 02/06 KÖŞE KAYALAR ATTARİYE TEKSTİL GIDA SAN.VE TİC.LTD.ŞT;1.000,49;;
   191.108.20;%20 İndirilecek KDV - Yurtiçi Tevkifatsız Alımlar İçin Ödenen;FT K442025000002034 02/06 KÖŞE KAYALAR ATTARİYE TEKSTİL GIDA SAN.VE TİC.LTD.ŞT;723,49;;
320;SATICILAR;   ;;;15.346,36
   320.156;KÖŞE KAYALAR ATTARİYE TEKSTİL GIDA SAN.VE TİC.LTD.ŞT;FT K442025000002034 02/06 KÖŞE KAYALAR ATTARİYE TEKSTİL GIDA SAN.VE TİC.LTD.ŞT;15.346,36;;
FİŞ AÇIKLAMA : ;ALIŞ;;;;
TOPLAM :;;;;15.346,36;15.346,36
;;;;;
06367-----06367-----MAHSUP-----02/06/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
153;TİCARİ MALLAR;   ;;14.870,04;
153.10;% 10 KDV Lİ ALIŞLAR;   ;1.328,31;;
   153.10.02;KIRTASİYE ALIŞLARI;FT GME2025000060755 02/06 GÜÇLÜ KIRTASİYE SANAYİ VE TİCARET ANONİM ŞİRKETİ;1.328,31;;
153.20;%20 KDV Lİ ALIŞLAR;   ;13.541,73;;
   153.20.01;%20 KDV Lİ KIRTASİYE ALIŞLARI;FT GME2025000060755 02/06 GÜÇLÜ KIRTASİYE SANAYİ VE TİCARET ANONİM ŞİRKETİ;13.541,73;;
191;İNDİRİLECEK KATMA DEĞER VERGİSİ;   ;;2.841,18;
191.108;Yurtiçi Tevkifatsız Alımlar İçin Ödenen KDV;   ;2.841,18;;
   191.108.10;%10 İndirilecek KDV - Yurtiçi Tevkifatsız Alımlar İçin Ödenen;FT GME2025000060755 02/06 GÜÇLÜ KIRTASİYE SANAYİ VE TİCARET ANONİM ŞİRKETİ;132,83;;
   191.108.20;%20 İndirilecek KDV - Yurtiçi Tevkifatsız Alımlar İçin Ödenen;FT GME2025000060755 02/06 GÜÇLÜ KIRTASİYE SANAYİ VE TİCARET ANONİM ŞİRKETİ;2.708,35;;
320;SATICILAR;   ;;;17.711,22
   320.162;GÜÇLÜ KIRTASİYE SANAYİ VE TİCARET ANONİM ŞİRKETİ;FT GME2025000060755 02/06 GÜÇLÜ KIRTASİYE SANAYİ VE TİCARET ANONİM ŞİRKETİ;17.711,22;;
FİŞ AÇIKLAMA : ;ALIŞ;;;;
TOPLAM :;;;;17.711,22;17.711,22
;;;;;
06368-----06368-----MAHSUP-----02/06/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
153;TİCARİ MALLAR;   ;;1.223,70;
   153.00;KDV SİZ MAL ALIŞLARI;FT KID2025000009114 02/06 KİDA KİTAP YAYIN DAĞITIM VE TİCARET ANONİM ŞİRKETİ;1.223,70;;
320;SATICILAR;   ;;;1.223,70
   320.177;KİDA KİTAP YAYIN DAĞITIM VE TİCARET ANONİM ŞİRKETİ;FT KID2025000009114 02/06 KİDA KİTAP YAYIN DAĞITIM VE TİCARET ANONİM ŞİRKETİ;1.223,70;;
FİŞ AÇIKLAMA : ;ALIŞ;;;;
TOPLAM :;;;;1.223,70;1.223,70
;;;;;
06369-----06369-----MAHSUP-----02/06/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
153;TİCARİ MALLAR;   ;;658,00;
153.20;%20 KDV Lİ ALIŞLAR;   ;658,00;;
   153.20.01;%20 KDV Lİ KIRTASİYE ALIŞLARI;FT GME2025000060749 02/06 GÜÇLÜ KIRTASİYE SANAYİ VE TİCARET ANONİM ŞİRKETİ;658,00;;
191;İNDİRİLECEK KATMA DEĞER VERGİSİ;   ;;131,60;
191.108;Yurtiçi Tevkifatsız Alımlar İçin Ödenen KDV;   ;131,60;;
   191.108.20;%20 İndirilecek KDV - Yurtiçi Tevkifatsız Alımlar İçin Ödenen;FT GME2025000060749 02/06 GÜÇLÜ KIRTASİYE SANAYİ VE TİCARET ANONİM ŞİRKETİ;131,60;;
320;SATICILAR;   ;;;789,60
   320.162;GÜÇLÜ KIRTASİYE SANAYİ VE TİCARET ANONİM ŞİRKETİ;FT GME2025000060749 02/06 GÜÇLÜ KIRTASİYE SANAYİ VE TİCARET ANONİM ŞİRKETİ;789,60;;
FİŞ AÇIKLAMA : ;ALIŞ;;;;
TOPLAM :;;;;789,60;789,60
;;;;;
06370-----06370-----MAHSUP-----02/06/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
153;TİCARİ MALLAR;   ;;6.550,00;
153.20;%20 KDV Lİ ALIŞLAR;   ;6.550,00;;
   153.20.01;%20 KDV Lİ KIRTASİYE ALIŞLARI;FT GME2025000060713 02/06 GÜÇLÜ KIRTASİYE SANAYİ VE TİCARET ANONİM ŞİRKETİ;6.550,00;;
191;İNDİRİLECEK KATMA DEĞER VERGİSİ;   ;;1.310,00;
191.108;Yurtiçi Tevkifatsız Alımlar İçin Ödenen KDV;   ;1.310,00;;
   191.108.20;%20 İndirilecek KDV - Yurtiçi Tevkifatsız Alımlar İçin Ödenen;FT GME2025000060713 02/06 GÜÇLÜ KIRTASİYE SANAYİ VE TİCARET ANONİM ŞİRKETİ;1.310,00;;
320;SATICILAR;   ;;;7.860,00
   320.162;GÜÇLÜ KIRTASİYE SANAYİ VE TİCARET ANONİM ŞİRKETİ;FT GME2025000060713 02/06 GÜÇLÜ KIRTASİYE SANAYİ VE TİCARET ANONİM ŞİRKETİ;7.860,00;;
FİŞ AÇIKLAMA : ;ALIŞ;;;;
TOPLAM :;;;;7.860,00;7.860,00
;;;;;
06371-----06371-----MAHSUP-----02/06/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
153;TİCARİ MALLAR;   ;;10.879,00;
153.20;%20 KDV Lİ ALIŞLAR;   ;10.879,00;;
   153.20.01;%20 KDV Lİ KIRTASİYE ALIŞLARI;FT BTE2025000002094 02/06 BAHRİ AKIN - BATI KIRTASİYE;10.879,00;;
191;İNDİRİLECEK KATMA DEĞER VERGİSİ;   ;;2.175,80;
191.108;Yurtiçi Tevkifatsız Alımlar İçin Ödenen KDV;   ;2.175,80;;
   191.108.20;%20 İndirilecek KDV - Yurtiçi Tevkifatsız Alımlar İçin Ödenen;FT BTE2025000002094 02/06 BAHRİ AKIN - BATI KIRTASİYE;2.175,80;;
